call_id,caller,callee,start_time,end_time,duration_sec,call_type,country,plan_type,cost_usd,status,cell_tower_id,network_type,latitude,longitude
ced7e0da-6c83-4c05-9e70-9fd4cb8eed11,1315729638513,8510513231214,2026-03-12T21:06:53,2026-03-12T21:21:55,902,voice,UK,prepaid,1.56,dropped,TOWER_1084,5G,52.425964,-2.427651
5fac2877-7b34-4640-bb37-4274cf671e22,6329653842542,5935574158436,2026-03-13T14:57:27,2026-03-13T15:05:45,498,data,UK,prepaid,1.746,dropped,TOWER_4413,3G,51.02369,0.347613
318f7f50-f1fb-4f3f-9fce-5a27aed7c49b,2274360534291,7692556889255,2026-03-13T02:37:58,2026-03-13T03:02:58,1500,data,IN,prepaid,5.87,dropped,TOWER_4480,5G,34.644869,95.398542
e524debd-2346-4cc2-bcf5-435ce66ad734,0596971524709,1681060237148,2026-03-13T16:40:19,2026-03-13T16:43:07,168,voice,UK,postpaid,0.693,dropped,TOWER_7791,3G,56.369738,-7.336982
3c79b739-7914-43e0-8a9f-51dab507970e,4238619512455,6158975723259,2026-03-13T00:06:29,2026-03-13T00:27:03,1234,voice,DE,prepaid,2.211,failed,TOWER_1711,3G,50.231186,10.913039
afbd3e79-a260-48a3-ada6-f12de7de9d94,3325826121691,7959051630781,2026-03-13T18:00:53,2026-03-13T18:01:19,26,voice,DE,postpaid,0.127,completed,TOWER_3592,3G,48.926003,10.518361
b54ee76d-f9ff-4c83-8a4f-ec8a585d1fcb,0486323771459,8175907329585,2026-03-11T21:13:09,2026-03-11T21:23:37,628,voice,DE,prepaid,3.14,completed,TOWER_2045,5G,49.381717,13.940333
4b48b468-648b-4aef-a01e-04a6ccc9019e,0840820362648,5406340071418,2026-03-12T12:46:04,2026-03-12T12:53:13,429,sms,DE,postpaid,1.318,completed,TOWER_5119,4G,50.94463,11.175947
c4b1b9b9-3cab-4555-82de-d1e0093c16bc,7545923873895,3288589092333,2026-03-12T08:00:54,2026-03-12T08:06:08,314,sms,US,postpaid,0.398,failed,TOWER_5556,4G,41.873449,-72.006886
f6863a2a-2ba7-4a54-b1b9-8b09d514e6cc,7515464082207,9504693596681,2026-03-11T23:12:09,2026-03-11T23:26:00,831,sms,IN,prepaid,1.711,completed,TOWER_4890,4G,26.981605,87.391369
a9a3d06e-be75-4084-9a3d-b6f9ac6a64eb,9861200760657,6389974634681,2026-03-12T19:39:20,2026-03-12T20:07:45,1705,sms,UK,prepaid,7.279,completed,TOWER_5635,4G,54.40018,0.319788
193a60ae-b372-4fbe-ad09-58b92cbb8d58,0755825331148,3752845208048,2026-03-12T03:14:33,2026-03-12T03:25:47,674,data,DE,postpaid,2.758,failed,TOWER_5032,3G,52.328262,7.89365
0f8dbcfa-9776-4d6b-b699-da1a98ad9b48,8641362457627,7063231789192,2026-03-13T08:07:47,2026-03-13T08:19:52,725,sms,IN,prepaid,2.873,dropped,TOWER_9678,5G,29.024449,87.069764
03cdac51-5f3e-47be-97f7-0bf01d0359f4,4020326901868,9789964134877,2026-03-12T20:33:13,2026-03-12T20:40:16,423,data,IN,prepaid,1.694,failed,TOWER_4699,4G,18.34852,79.44116
3d2d01e7-4369-4cf9-80bb-6ddd963ba7cf,7946310772381,3345147868526,2026-03-13T07:08:52,2026-03-13T07:12:06,194,data,NG,prepaid,0.916,dropped,TOWER_7048,3G,11.976199,9.274429
b9606d66-90d1-45d6-a967-7fe68f148a73,2355721355898,0193308772771,2026-03-13T18:53:30,2026-03-13T19:11:45,1095,voice,US,postpaid,1.95,completed,TOWER_5264,3G,36.660741,-96.361102
5282e8c8-a84b-417b-9390-f2b61dcf4ed0,2440103276521,1748702630004,2026-03-12T05:44:13,2026-03-12T05:59:35,922,sms,DE,postpaid,4.174,failed,TOWER_2474,5G,47.913788,8.947398
ef030dc3-7ec7-44e5-834c-57dc99ff83b9,1798827028888,4662172999199,2026-03-11T20:46:23,2026-03-11T21:04:57,1114,data,IN,postpaid,1.201,failed,TOWER_8908,3G,20.739464,76.25129
443dec10-08ef-4677-9d9f-b85707d70ed2,2906622659164,4712109461407,2026-03-12T17:02:58,2026-03-12T17:26:04,1386,data,DE,postpaid,1.918,dropped,TOWER_5827,4G,51.530748,9.646648
bbe1f1a9-87ad-47f1-a37e-58620570acc1,3010091175675,3659099658139,2026-03-12T10:24:34,2026-03-12T10:54:12,1778,sms,IN,postpaid,8.122,failed,TOWER_7418,4G,35.982132,78.442085
e1b448f2-f26c-4190-a182-ed979c7eac17,9062605437885,1367948139321,2026-03-13T12:54:00,2026-03-13T13:19:06,1506,voice,DE,postpaid,2.09,dropped,TOWER_5503,4G,47.344497,13.794298
1c331613-7298-41cb-b510-af48ba6fb693,2465357433373,2912382128588,2026-03-12T01:33:58,2026-03-12T01:37:58,240,sms,US,prepaid,0.648,dropped,TOWER_2765,4G,29.019745,-69.031181
6e1930ff-d6b2-47a7-b00c-132dce64f2f9,8488477014879,3767390544660,2026-03-12T22:30:06,2026-03-12T22:48:01,1075,data,US,postpaid,4.011,dropped,TOWER_1798,4G,28.990373,-95.592585
fa71967e-b066-4a2f-b209-d8c215b707fa,2245170383540,5082641751878,2026-03-13T17:07:12,2026-03-13T17:35:30,1698,sms,IN,prepaid,6.887,failed,TOWER_8209,3G,33.5142,92.291163
9bfc91b8-993e-43e4-9bef-eac9f9e7f8aa,2218423319862,4712438233011,2026-03-12T17:20:27,2026-03-12T17:35:15,888,sms,BR,postpaid,1.377,completed,TOWER_7472,3G,-20.391905,-39.538981
e0df8268-f72f-40e0-b493-8a23ea2ec62a,2861401175688,8123515424026,2026-03-12T07:38:12,2026-03-12T07:47:43,571,sms,IN,prepaid,1.011,completed,TOWER_2887,4G,12.149559,92.699576
477ef3df-0e2a-41fe-83af-eeed97baebf4,1472191416829,3422464998200,2026-03-11T22:04:47,2026-03-11T22:30:20,1533,data,DE,postpaid,2.967,dropped,TOWER_8683,4G,48.470462,8.37386
e00b0531-3928-47b5-9036-b89d887b3ddd,3163696267364,9080755914106,2026-03-13T16:02:04,2026-03-13T16:21:47,1183,sms,NG,postpaid,4.594,completed,TOWER_6104,3G,10.673265,12.405169
37bc18ae-7c70-4bfe-8d2f-7274cf30e0fb,2746511789458,6334243380638,2026-03-11T23:33:41,2026-03-11T23:59:49,1568,data,UK,prepaid,3.542,completed,TOWER_6051,4G,58.069861,1.738283
1e4e18ea-0ed3-4670-8043-e1f53d78865c,2816536474361,2666977959876,2026-03-11T21:03:36,2026-03-11T21:20:44,1028,data,NG,prepaid,1.053,dropped,TOWER_9856,3G,9.885566,7.250954
adf55455-bfee-4505-8fbe-de26d7f61029,9496507354370,4253105384331,2026-03-13T15:33:22,2026-03-13T15:34:05,43,data,IN,postpaid,0.106,failed,TOWER_5651,3G,15.160957,94.891929
c9e53ef1-a4cf-4aeb-86c2-b809a4b71c0f,1607870543513,1608884026563,2026-03-13T17:14:35,2026-03-13T17:39:24,1489,sms,IN,postpaid,4.654,completed,TOWER_5809,3G,18.991443,71.510311
ca625021-c814-4f2b-9ab1-eed19387ba7c,1148389334893,2205083420122,2026-03-12T02:33:38,2026-03-12T02:38:33,295,voice,UK,postpaid,1.127,dropped,TOWER_3583,5G,50.830911,-2.448561
7a44bcd1-cc73-4567-8708-28632646acd6,0688291166932,8813791575109,2026-03-13T12:38:33,2026-03-13T12:47:28,535,sms,IN,postpaid,1.788,dropped,TOWER_8872,4G,22.561539,79.640251
e8e3a0d9-0f99-4bbd-9fa5-ece955de5b59,8637471916808,9414435080503,2026-03-12T06:06:56,2026-03-12T06:30:41,1425,data,US,prepaid,5.737,completed,TOWER_1954,4G,25.597105,-112.100978
35a649d2-f3aa-4a01-931a-df6cc65c5a8d,7670494252351,8552738595900,2026-03-12T03:13:30,2026-03-12T03:15:19,109,data,UK,postpaid,0.487,completed,TOWER_7059,5G,54.666523,-2.680101
495e105c-35a6-47c3-b38c-be6b94dc3404,0628856738331,8245678394841,2026-03-12T20:16:38,2026-03-12T20:23:51,433,data,UK,postpaid,1.49,completed,TOWER_8763,4G,51.732354,1.258498
b4617045-8fca-4b41-b724-47fd0f2957a8,7474638679059,9643640469776,2026-03-13T02:04:50,2026-03-13T02:32:38,1668,sms,NG,postpaid,6.363,failed,TOWER_3242,3G,11.312473,4.713427
1f28ef34-4252-4eeb-a1c4-1b4bc68fad7e,0540411153574,4317954925257,2026-03-12T17:12:27,2026-03-12T17:14:02,95,voice,DE,postpaid,0.474,failed,TOWER_6748,4G,48.01827,12.243563
16328cf7-2ebe-4ef9-8bf6-2af73c7da6ec,9294733609830,0271601049810,2026-03-12T16:36:01,2026-03-12T16:49:38,817,data,DE,postpaid,3.099,failed,TOWER_4011,5G,52.601539,8.118292
cfef22d3-9e0c-46e3-97ae-07eed27ab332,2941509492762,5800960209155,2026-03-12T17:58:01,2026-03-12T18:03:07,306,data,BR,prepaid,0.712,dropped,TOWER_9119,3G,-1.237438,-58.777699
16449591-6b17-40f9-b652-d5d1dd93e722,2019138172797,1265848892258,2026-03-13T14:43:58,2026-03-13T14:48:37,279,data,US,postpaid,1.181,dropped,TOWER_5487,5G,36.25704,-115.781737
5c15cfa6-954a-46f8-bf32-cb8666bbcd69,3157422819646,1755999180126,2026-03-13T18:03:49,2026-03-13T18:08:24,275,data,DE,postpaid,0.665,dropped,TOWER_7154,4G,53.813586,11.918554
38b4d144-a672-4e01-b366-3dc928d66126,7087690751690,6603849574826,2026-03-12T02:36:05,2026-03-12T03:05:00,1735,data,BR,postpaid,4.086,failed,TOWER_8614,5G,-7.515306,-42.781895
bfb41ab5-0795-4114-9a6e-f8af8c2ac06f,8846307438172,0148545871217,2026-03-12T12:38:01,2026-03-12T13:04:11,1570,voice,IN,postpaid,1.742,failed,TOWER_5618,3G,35.381935,87.742656
a5a6215f-aa5a-4253-b91f-7f6319856f65,7357190729269,7782383791660,2026-03-13T18:43:54,2026-03-13T19:08:31,1477,voice,UK,postpaid,6.853,dropped,TOWER_7243,5G,55.042599,-0.826668
1ca49b1e-5f27-49de-85f5-41a57b2046d2,3463709056627,0709320896337,2026-03-13T13:43:26,2026-03-13T14:11:35,1689,data,US,postpaid,3.237,dropped,TOWER_6875,5G,41.118259,-107.370756
5bff3fa4-e3ad-442d-b4eb-7fd8d788d27f,5267119683600,6770325922780,2026-03-12T07:04:12,2026-03-12T07:30:54,1602,data,UK,prepaid,5.451,dropped,TOWER_6877,4G,52.528466,-3.764726
07a9822b-2eca-480f-92ee-f6b0bda65323,9516196469474,8313469344315,2026-03-13T12:08:41,2026-03-13T12:21:22,761,sms,US,prepaid,3.544,dropped,TOWER_9685,3G,34.855173,-113.32225
21c00ddb-16c6-496e-95df-99991841db2c,4925618523724,6635399352197,2026-03-13T11:19:01,2026-03-13T11:37:21,1100,sms,UK,postpaid,3.164,dropped,TOWER_6221,3G,53.539441,-4.651686
7f454e83-5f26-46be-aff6-f3113f074fe9,1015327237135,5069964873153,2026-03-13T04:43:28,2026-03-13T05:06:14,1366,voice,UK,prepaid,1.945,failed,TOWER_2299,3G,50.934235,0.017051
5980baba-ae05-426d-ad44-a2ee01de8df7,2926417643992,1852706387900,2026-03-11T23:07:08,2026-03-11T23:17:47,639,sms,BR,prepaid,2.466,dropped,TOWER_2430,3G,-9.205298,-55.378625
fbebc152-c72b-410a-85bc-8d195699aeed,4975682990796,8290032749877,2026-03-12T08:17:21,2026-03-12T08:33:06,945,voice,DE,prepaid,3.585,failed,TOWER_4239,5G,50.386998,11.333057
f7e150d9-9f1a-4c9d-973c-ea7068f10074,4181307010575,9436398070193,2026-03-12T07:27:03,2026-03-12T07:44:58,1075,voice,UK,postpaid,4.992,completed,TOWER_7164,4G,56.252664,-4.720154
74cd523c-5527-4d33-b656-1939ecdc61d3,8248671529711,1025749496975,2026-03-13T03:13:53,2026-03-13T03:35:57,1324,voice,IN,prepaid,3.891,completed,TOWER_5797,5G,16.81428,91.938013
8ada9e4b-bfc7-49f5-b4b8-848ca701cc2f,4477426891927,7473682391851,2026-03-12T00:54:46,2026-03-12T01:22:26,1660,data,BR,prepaid,4.089,completed,TOWER_5381,5G,-30.622747,-39.291937
cc85eee2-ea2a-4893-a71e-05005c6a8d51,4921300879109,7665027160926,2026-03-13T15:08:08,2026-03-13T15:30:55,1367,data,UK,postpaid,3.465,dropped,TOWER_3194,5G,55.705398,-1.578291
54746d6a-7f71-45f6-9eba-8e2e81c8ed43,5103574371808,2436375686470,2026-03-13T15:22:03,2026-03-13T15:39:26,1043,sms,DE,prepaid,2.403,completed,TOWER_2504,3G,51.702638,14.379519
74d9acf7-9886-4ff0-92c9-4c1d07f4971a,2375744237637,4562872986275,2026-03-12T14:12:42,2026-03-12T14:27:53,911,data,BR,prepaid,3.974,failed,TOWER_5998,5G,-25.548585,-69.633547
5844e452-45ff-4d45-8b5f-2014cf2a44b5,4987284237172,2035756767348,2026-03-12T05:30:40,2026-03-12T05:50:32,1192,voice,DE,postpaid,3.04,dropped,TOWER_8650,4G,52.678601,11.465449
a2ce091a-1824-43b9-b789-bc7acf424b06,2732817477407,5897466124640,2026-03-13T00:41:16,2026-03-13T00:47:25,369,data,UK,postpaid,1.228,completed,TOWER_7777,5G,51.51088,-7.161505
6d82dc11-4bd3-4b33-b261-8fe69f0b9190,5410317589221,2083324942852,2026-03-12T18:21:55,2026-03-12T18:30:37,522,voice,US,postpaid,0.797,completed,TOWER_7552,3G,37.265962,-116.865537
c8c30a30-3a00-4005-8935-d597171fe2ad,2454302381628,7428226365277,2026-03-11T20:19:04,2026-03-11T20:42:23,1399,sms,NG,postpaid,6.777,completed,TOWER_4305,3G,10.855449,6.355671
c9f87178-294d-45a5-b466-f09257f4f8b3,0022754470004,2764734866565,2026-03-13T02:12:58,2026-03-13T02:22:46,588,sms,UK,prepaid,2.133,failed,TOWER_6690,3G,57.597944,-3.787978
8c13a039-6f03-419d-8880-c49c4daa4db3,3782983142422,6838708038722,2026-03-12T23:51:59,2026-03-13T00:16:55,1496,data,UK,prepaid,3.39,dropped,TOWER_9356,4G,50.146161,-4.542865
0e67eb1e-badd-41d8-817b-b003a3d14795,5377643517642,7679195156827,2026-03-13T13:52:33,2026-03-13T14:14:17,1304,data,DE,postpaid,3.628,dropped,TOWER_9831,4G,52.823961,14.091823
580778e5-95de-42c9-97d4-e7c7ad6c670d,1621496537628,8278967846652,2026-03-12T13:47:19,2026-03-12T13:58:22,663,voice,BR,prepaid,1.409,failed,TOWER_6344,4G,-6.580766,-53.9439
66fa8a28-f106-483a-90a4-490b570e9ada,6108619984067,6767044198626,2026-03-12T14:46:28,2026-03-12T15:08:13,1305,data,BR,postpaid,5.831,completed,TOWER_6749,3G,-22.483473,-38.275915
50e2fa58-fcac-4b6b-8f43-6fcb8a3017a7,9522407421565,0337301664848,2026-03-12T00:52:28,2026-03-12T01:00:21,473,voice,UK,postpaid,1.707,completed,TOWER_4959,5G,52.615988,-5.490897
0d60ca4b-4027-4276-a072-7712a02c07b1,7057975829816,0682006387053,2026-03-13T17:28:07,2026-03-13T17:40:43,756,sms,US,postpaid,3.705,completed,TOWER_9193,5G,34.527741,-114.449149
e623eb72-d108-4a46-8ed7-a559a41524be,9673035803330,8815108927938,2026-03-13T13:43:57,2026-03-13T14:12:05,1688,data,US,postpaid,5.842,failed,TOWER_6589,5G,33.13736,-83.970417
1471c51e-c195-4f9b-b0da-4b1c08038abc,5357046776680,5303343374536,2026-03-12T16:05:03,2026-03-12T16:19:23,860,voice,US,prepaid,2.535,failed,TOWER_7347,5G,28.9228,-87.225491
8d7ad9ea-9c65-40e1-a56c-36c797fdda43,3519281592802,0350224075119,2026-03-13T09:49:32,2026-03-13T10:05:41,969,sms,NG,prepaid,4.185,failed,TOWER_5165,3G,4.896158,14.403207
7f0c96ae-1336-49e4-8d65-526ec2293fbe,3330912651926,4927553549062,2026-03-13T10:44:39,2026-03-13T10:54:37,598,voice,IN,prepaid,2.177,completed,TOWER_8526,3G,32.263627,74.690807
2f8609f7-97f4-4f7e-b5a6-f3da8c713ff0,1449530842708,4762285999004,2026-03-12T11:36:34,2026-03-12T11:57:52,1278,data,UK,prepaid,4.585,failed,TOWER_4013,5G,51.805814,-7.811907
f7f071fc-50a1-42ae-8f87-b45c5d3b0203,4385502506387,8636980023410,2026-03-12T12:35:30,2026-03-12T12:46:48,678,sms,DE,prepaid,1.838,failed,TOWER_2998,3G,48.894882,8.85299
3e5761a6-a5f2-4527-8ebc-e1fd763b3342,7252026730696,9011586940416,2026-03-12T04:30:44,2026-03-12T04:34:30,226,sms,DE,postpaid,0.913,completed,TOWER_4821,5G,48.312063,6.242083
ec692fe7-c553-42d8-9440-c7d267d9f354,8652832056589,3569043319891,2026-03-13T05:10:28,2026-03-13T05:13:40,192,data,UK,postpaid,0.96,dropped,TOWER_1563,4G,56.267886,-3.124907
128073e1-3988-4b78-b8ba-5af35e71e698,3375055832033,8526712532558,2026-03-13T09:24:36,2026-03-13T09:41:52,1036,sms,IN,postpaid,1.213,dropped,TOWER_4918,4G,25.746814,76.51062
b94fc110-a09f-404c-a7ba-893461787763,0354218714944,1224035037905,2026-03-13T02:11:05,2026-03-13T02:22:09,664,voice,IN,prepaid,0.755,dropped,TOWER_4075,3G,20.590064,76.678827
24840e64-49b6-4b4b-af21-15ae1b46f741,8848157557263,3711362167218,2026-03-12T02:48:15,2026-03-12T02:57:30,555,sms,UK,postpaid,0.941,dropped,TOWER_4504,4G,57.239449,-6.366187
a0d9aad3-33f7-45a6-aeba-d41648d72ef3,0376392203517,4432309337822,2026-03-13T02:49:36,2026-03-13T03:07:30,1074,data,IN,prepaid,1.822,completed,TOWER_4645,3G,35.924046,80.675867
b65a966f-4e4a-4f33-ad54-58dfe0d64b1e,7100192476819,5603277231324,2026-03-13T12:28:08,2026-03-13T12:28:22,14,data,BR,prepaid,0.015,dropped,TOWER_3183,3G,-2.571043,-59.913527
2e91e398-bc78-46f4-a062-de6a10dedf66,9286508345399,2177372848801,2026-03-12T21:33:47,2026-03-12T21:55:29,1302,voice,IN,postpaid,2.686,failed,TOWER_4771,5G,29.08554,75.980019
f54b3eed-e3ce-4ba9-a084-7464d74b5b4d,4158320144656,1056485307510,2026-03-11T19:41:08,2026-03-11T20:09:26,1698,data,NG,prepaid,2.516,completed,TOWER_3082,3G,9.414914,12.626787
1b3d226b-40d0-4224-91fd-ef4786b380e8,7512088264769,5261148344486,2026-03-13T03:02:25,2026-03-13T03:24:33,1328,data,US,prepaid,2.252,completed,TOWER_6740,3G,36.703105,-123.514762
f27f97ce-2b2b-4821-aba0-4b5b51d07a1b,3002282949228,9281118870193,2026-03-12T11:23:47,2026-03-12T11:37:17,810,sms,BR,postpaid,2.046,completed,TOWER_7877,5G,-10.911723,-59.267217
d9ed7e4e-7e63-4ee8-8c80-35627e3f1238,1886319028902,9517198741225,2026-03-12T01:27:40,2026-03-12T01:53:04,1524,voice,BR,postpaid,1.872,completed,TOWER_1179,3G,-24.783088,-56.735857
e333a171-04c7-434b-8a29-92358cca6264,6275556740240,1533904868720,2026-03-12T15:01:02,2026-03-12T15:15:59,897,sms,US,postpaid,2.646,dropped,TOWER_5238,3G,39.575268,-99.325216
b96dcb9e-900e-47e9-8d12-797d7cd14691,3885004221490,3351433554645,2026-03-13T12:06:37,2026-03-13T12:29:15,1358,voice,BR,postpaid,4.118,completed,TOWER_8094,5G,4.433217,-53.247584
f90a8c31-dabb-498d-b616-8477ebe6e8bb,9695421567956,5738736863612,2026-03-12T05:35:36,2026-03-12T05:47:47,731,voice,US,prepaid,3.631,completed,TOWER_9765,3G,28.281132,-92.908844
a5c25aaf-0bb3-43ec-a045-4526d0f48521,5646863481091,6725133035859,2026-03-12T06:37:05,2026-03-12T06:41:31,266,sms,BR,prepaid,1.111,dropped,TOWER_6131,5G,-28.764776,-38.739356
7927ea47-8089-4f3e-a5d3-a53036d21951,2848214117911,9544802586938,2026-03-13T05:46:56,2026-03-13T05:47:28,32,data,NG,postpaid,0.104,failed,TOWER_6208,5G,6.48607,9.876371
5f5c1644-0022-48cb-bb26-b4fc816a9861,8652355321786,2160380579042,2026-03-13T14:56:41,2026-03-13T15:04:18,457,sms,BR,postpaid,0.862,completed,TOWER_9146,5G,-23.180513,-53.604804
73fe0582-d325-48ae-a35c-5533a50e1348,6261533011664,3804677210422,2026-03-12T04:25:11,2026-03-12T04:30:25,314,data,US,postpaid,1.322,completed,TOWER_3677,5G,33.883616,-92.451532
7458ab56-f54d-429f-b835-41ce9853f599,2746520020455,5660824353058,2026-03-12T14:27:16,2026-03-12T14:47:57,1241,sms,IN,postpaid,3.355,completed,TOWER_5851,4G,21.319797,95.021646
2d09eecd-3d82-4b47-a79d-b94f2743c02f,2863566434030,0747448927548,2026-03-12T03:18:57,2026-03-12T03:40:47,1310,voice,UK,prepaid,6.517,completed,TOWER_4436,4G,54.047249,-0.772495
33b967e2-859c-427e-97d1-c1916d7f1cb9,4211598707206,0204163310638,2026-03-12T07:31:55,2026-03-12T07:54:11,1336,data,BR,prepaid,3.226,completed,TOWER_7905,3G,4.761629,-47.011587
c707f27e-1401-4ff3-a192-cd300b31cad1,6038004015485,6194574735257,2026-03-12T03:31:06,2026-03-12T03:38:13,427,voice,DE,postpaid,0.848,dropped,TOWER_2870,5G,50.214705,13.276899
b9b4beb9-a4a4-4225-941f-2134b4f122bb,0773083983530,7693675531321,2026-03-12T04:57:04,2026-03-12T05:08:15,671,sms,US,prepaid,1.92,failed,TOWER_8206,3G,27.289379,-93.635059
29c5e4be-2c45-4683-9d8c-9c21c71ea997,8619533605874,5855470549367,2026-03-13T17:10:45,2026-03-13T17:33:21,1356,voice,NG,postpaid,3.931,failed,TOWER_2151,3G,8.092926,9.616047
5f4554be-7fcf-488c-b507-55ba0e90498b,9457439231218,6173590698011,2026-03-12T11:52:47,2026-03-12T12:19:19,1592,voice,UK,postpaid,7.145,dropped,TOWER_9538,3G,56.531391,-5.249329
fbb4155c-a6f6-459b-a1f5-83884a6262bf,0520799862509,2557331535188,2026-03-12T02:34:47,2026-03-12T02:56:46,1319,data,UK,prepaid,3.736,failed,TOWER_6192,3G,54.657429,-3.406859
fba55b25-4232-46cd-9352-f54617284682,5795235345754,8888900311168,2026-03-13T06:21:28,2026-03-13T06:47:32,1564,data,DE,postpaid,3.082,dropped,TOWER_5955,5G,50.003286,7.80366
fd6999af-85ea-4758-b57f-c1f21b136cf6,0095277100969,4732411158541,2026-03-12T07:22:21,2026-03-12T07:48:48,1587,voice,IN,prepaid,3.139,dropped,TOWER_7254,5G,8.277674,87.665299
707c6234-49d2-4dfa-b7aa-08c3313e0aee,1020156306044,4314866625549,2026-03-13T18:42:17,2026-03-13T18:44:07,110,sms,DE,prepaid,0.442,completed,TOWER_9187,4G,51.034336,11.209281
25a15dd0-055b-49ee-b290-792b6893f0db,8005098078434,7742594549503,2026-03-11T20:16:28,2026-03-11T20:26:17,589,voice,DE,prepaid,1.656,completed,TOWER_2835,4G,50.253483,11.257397
4eb4a95d-6c6a-4bd9-a46e-b052985e09fa,3134909920629,0232465794499,2026-03-11T22:20:20,2026-03-11T22:48:01,1661,voice,BR,postpaid,7.043,failed,TOWER_4170,3G,-5.259588,-67.599253
